Jorge Santiago,500.0,514.37,500.98,485.29,472.34,461.84,449.24
Kristian Rothaermel,500.0,480.57
Jorge Gurgel,500.0,485.92,500.73,515.02,498.8,513.23,495.38,479.35
Anderson Silva,500.0,517.97,536.76,553.04,568.37,585.37,599.91,611.29,621.97,634.66,646.52,658.85,669.96,680.58,692.65,701.89,710.41,690.15,671.48,650.53,633.46,616.64,629.77,611.96,592.52,574.91
Kurt Pellegrino,500.0,482.42,501.8,520.15,506.51,520.69,504.19,519.68,539.03,552.71,568.11,553.62,537.73
Cheick Kongo,500.0,514.39,528.77,512.53,525.7,539.68,522.36,536.4,549.83,563.96,548.11,531.58,546.01,544.7,558.15,573.65,556.02,569.26,552.84
Anthony Perosh,500.0,485.94,470.93,456.71,477.45,497.35,512.46,496.92,511.2,498.01,515.8,499.51,484.61
Joe Jordan,500.0,482.17
Anthony Torres,500.0,518.45,503.45
Pat Healy,500.0,481.55,501.84,489.49,476.45,463.33,452.66
Forrest Petz,500.0,514.35,494.35,479.04,495.0,481.48,466.71,452.24
Jake O'Brien,500.0,515.0,529.35,543.09,529.47,513.85,528.39,510.38
Kristof Midoux,500.0,485.0
Martin Kampmann,500.0,518.45,532.65,550.12,565.83,550.02,562.88,575.19,556.99,571.69,585.52,566.9,552.79,568.29,587.24,601.8,587.01,570.23
Crafton Wallace,500.0,481.55,465.94
Yuki Sasaki,500.0,485.79
Yushin Okami,500.0,515.0,530.15,545.23,561.56,548.29,562.94,579.03,592.77,573.34,584.52,597.28,611.91,599.84,581.9,594.05,608.44,619.12,600.01,578.52,588.37,570.35
Alan Belcher,500.0,485.0,500.69,484.03,502.67,518.42,502.63,517.52,534.76,518.26,534.63,550.86,564.09,579.96,565.57,551.45
David Heath,500.0,518.45,532.65,516.89,499.34,484.37
Cory Walmsley,500.0,481.55
Eric Schafer,500.0,518.5,503.35,489.27,508.27,522.35,507.62,492.92,480.05,466.0
Jamie Varner,500.0,483.09,502.44,519.9,504.3,520.73,507.92,493.82,479.26,460.35
Christian Wellisch,500.0,485.62,500.63,519.05,503.23,488.69
Tyson Griffin,500.0,518.45,502.65,517.67,533.3,548.33,562.02,546.43,558.81,572.76,556.65,538.71,523.96,537.45,520.84
David Lee,500.0,481.55,463.35
Eddie Sanchez,500.0,515.0,499.35,514.38,528.76,512.48,496.85
Mario Neto,500.0,485.0
Roger Huerta,500.0,515.0,529.35,543.09,556.24,568.83,583.37,568.41,553.11
Jason Dent,500.0,485.0,470.03,490.07,475.01
Joe Lauzon,500.0,518.56,535.74,552.3,538.06,550.72,567.01,548.67,563.8,547.25,563.32,582.31,564.01,579.61,565.28,547.38,559.25,573.79,557.26,569.7,553.64,569.59,554.67,566.81,550.68,535.08,517.74,531.97
Gabe Ruediger,500.0,485.43,470.3,455.33
Dustin Hazelett,500.0,482.41,498.17,516.72,534.33,520.91,539.46,556.56,539.91,524.73,506.23
Seth Petruzelli,500.0,485.65,468.45,451.94,438.41
Jason MacDonald,500.0,517.65,538.27,525.44,540.07,525.42,537.75,519.8,537.63,523.2,508.87,492.84,509.62,496.39,481.28
Chris Price,500.0,485.65,466.23
Junior Assuncao,500.0,480.62,498.82,481.4,497.2,483.45
Clay Guida,500.0,518.15,503.22,488.2,503.71,489.17,504.64,520.96,538.52,525.89,511.39,529.04,546.7,562.71,575.03,558.36,544.84,558.54,543.54,557.45,540.11,554.94,536.25,521.86,536.7,552.3,533.95,547.91,529.77,513.77,527.7,512.75,534.65,516.95,532.55,516.5,501.22
Justin James,500.0,481.85
Dan Lauzon,500.0,486.28,470.26,457.12
Carmelo Marrero,500.0,516.24,498.41,481.16,467.62
Kuniyoshi Hironaka,500.0,487.07,502.38,488.5,474.11
Thales Leites,500.0,485.8,500.85,519.25,536.68,552.82,568.0,555.31,537.48,551.0,566.78,579.02,593.02,608.58,592.63,574.75,589.79,573.23,587.84,572.3,554.77,565.39
Josh Shockman,500.0,485.65
Hector Ramirez,500.0,484.23,471.25
Antoni Hardonk,500.0,515.0,499.35,484.11,499.15,515.43,529.76,515.63,499.75
Sherman Pendergarst,500.0,485.0
Gleison Tibau,500.0,485.69,500.66,519.07,534.04,519.01,502.34,521.86,535.86,519.4,533.33,546.61,532.99,548.88,563.76,577.15,559.59,572.68,556.5,571.76,584.57,566.62,577.29,589.91,603.41,584.25,566.77,550.54,533.03
Dokonjonosuke Mishima,500.0,482.41,466.61
Drew McFedries,500.0,514.17,496.7,511.84,495.31,509.44,490.49,475.31,490.7,473.92
Logan Clark,500.0,515.0
Steve Byrnes,500.0,485.0
Keita Nakamura,500.0,484.35,470.41,457.32,478.08,465.33,486.49,472.13,488.97,474.81,490.32,475.27
Victor Valimaki,500.0,485.8,469.97
Jeff Joslin,500.0,487.5
Chad Reiner,500.0,486.29,471.88
Heath Herring,500.0,486.26,500.47,485.45,502.77,487.03
Sean Salmon,500.0,487.58,468.94
Diego Saraiva,500.0,484.24,469.95,455.54
Lyoto Machida,500.0,515.08,530.84,544.51,560.35,577.92,592.04,608.24,619.59,600.03,582.92,599.52,582.06,596.29,610.04,593.52,607.96,619.04,604.17,617.11,595.42,579.64,564.46,578.02,592.91
Frankie Edgar,500.0,515.8,530.12,545.62,529.32,544.58,560.42,576.2,593.11,608.57,608.53,623.49,605.48,588.99,572.36,586.01,600.44,616.82,630.73,643.27,626.2,637.31,650.06,632.94,645.58,631.44,613.26,626.16,609.2,592.76,576.73
Quinton Jackson,500.0,513.82,535.11,549.9,535.33,548.68,563.52,550.79,567.9,584.21,567.25,551.44,535.67,550.01
John Halverson,500.0,485.65,471.22
Mirko Filipovic,500.0,515.65,501.95,487.97,502.91,489.09,503.31,521.56,509.21,495.15,480.62,498.09
Jason Gilliam,500.0,480.65,460.91
Rex Holman,500.0,486.26
Thiago Tavares,500.0,515.0,532.37,516.74,530.38,515.53,500.04,515.21,515.2,532.84,516.43,532.21,546.82,531.3,548.84,567.61,550.33,569.02,552.31
Naoyuki Kotani,500.0,485.0,469.85,457.97,441.96,429.47
Roan Carneiro,500.0,514.29,499.38,515.18,496.24,480.89,502.67,490.27,506.36,493.78
Nate Mohr,500.0,481.65,497.44,478.16,462.68
Justin McCully,500.0,515.65,497.9,513.53,497.95
Leonard Garcia,500.0,486.26,505.44,490.85,506.24,487.76,471.92,456.01,443.52,430.4
Paul Taylor,500.0,515.0,498.49,483.56,500.13,483.82,499.52,485.8,471.04,486.01
Edilberto de Oliveira,500.0,485.0,470.68
Jess Liaudin,500.0,518.45,533.45,519.95,503.38,487.69
Dennis Siver,500.0,481.55,496.7,481.87,467.1,482.58,501.8,518.03,503.5,520.68,538.11,556.21,571.47,551.83,565.33,577.08,560.79,542.94,556.1,541.42,524.82,540.65
Terry Etim,500.0,518.45,503.48,489.35,504.18,519.0,536.27,553.53,532.84,548.73,533.56,516.32
Matt Grice,500.0,481.55,496.6,481.75,464.36,450.89,466.8,453.89
Fabricio Werdum,500.0,487.68,505.19,521.97,506.02,521.65,538.26,556.74,573.1,587.07,607.57,591.97,606.11,589.4,602.81,614.84,596.98,580.29,597.9
Jeremy Stephens,500.0,483.65,498.06,514.42,499.93,514.93,498.64,484.64,499.65,514.95,500.64,517.88,532.11,515.2,501.84,488.23,503.74,520.63,537.54,523.65,510.18,527.75,516.06,534.09,522.98,508.42,521.67,537.12,552.57,539.0,525.06,542.67,528.79,514.03,494.98
Thiago Silva,500.0,514.91,529.27,544.32,557.42,543.3,557.73,544.7,558.94,544.27,528.04,541.83,558.35
Houston Alexander,500.0,516.9,530.42,515.37,499.65,480.65,466.48
Luke Caudillo,500.0,484.21,469.22
Anthony Johnson,500.0,514.41,493.91,508.38,493.84,510.54,525.27,540.22,524.38,540.0,554.71,536.91,554.23,568.73,584.9,565.6,579.76,596.67,612.05,593.68
Jeff Cox,500.0,481.59,464.18
Tamdan McCrory,500.0,518.14,499.04,514.03,496.93,512.06,497.2,517.71,503.65,490.13
Jason Black,500.0,482.63,467.58
Jordan Radev,500.0,484.86,471.3
Stevie Lynch,500.0,481.45
Colin Robinson,500.0,484.97,469.93
Jason Tan,500.0,486.65,472.23
Brian Geraghty,500.0,484.38
Allen Berube,500.0,480.82
Gray Maynard,500.0,485.0,500.65,515.48,531.78,547.04,561.49,576.79,591.23,607.62,607.66,592.7,606.22,589.51,573.45,556.32,537.87,550.48,533.95,547.98,533.31
Rob Emerson,500.0,515.0,528.09,542.68,523.33,506.16,519.58,504.38
Cole Miller,500.0,515.0,529.59,513.23,531.08,548.84,532.38,548.4,566.29,550.43,565.23,548.08,529.79,545.96,527.98,541.71,557.66,542.7,525.87,509.36,492.78
Andy Wang,500.0,485.0
Brandon Melendez,500.0,482.82
Doug Evans,500.0,486.85,471.8
Floyd Sword,500.0,481.6
Nate Diaz,500.0,518.15,535.57,552.29,568.79,580.88,563.32,547.05,563.71,549.27,562.16,580.47,565.18,547.51,562.91,578.16,598.24,582.77,564.94,581.0,566.89,581.21,600.83,585.35,599.79,584.08,570.2,590.62
Manvel Gamburyan,500.0,481.85,501.13,518.54,503.95,488.78,475.29,461.49,475.93,493.91,511.76,498.51,516.83,529.56,515.78,500.01
Mark Bocek,500.0,485.68,500.73,483.79,501.76,520.28,537.65,523.83,542.33,525.51,541.9,553.4,537.95,551.32
Antonio Rodrigo Nogueira,500.0,515.02,536.38,523.68,541.74,528.07,543.81,528.71,544.67,526.19,510.97,497.95
Alvin Robinson,500.0,486.64,502.86,486.14,468.17
Marcus Aurelio,500.0,484.49,499.48,517.96,504.27,489.95,476.03
Ryan Jensen,500.0,482.57,465.04,450.56,471.62,457.95,477.04,461.29,444.51
Alberto Crane,500.0,487.41,473.23
Tomasz Drwal,500.0,485.64,501.26,517.0,533.78,515.41,499.15
Joe Veres,500.0,484.35,470.03
Michihiro Omigawa,500.0,485.06,471.42,457.65,444.31,461.09,448.4,433.96
Scott Junk,500.0,481.58
Kazuhiro Nakamura,500.0,486.33,471.24
Mauricio Rua,500.0,484.42,502.01,521.92,510.57,530.13,517.4,535.2,520.97,536.27,523.2,505.25,521.5,506.81,493.51,510.0,526.98,541.56,526.15,540.77,539.45,553.51,537.48,521.76,505.23
Demian Maia,500.0,517.53,535.72,553.67,572.32,586.1,570.75,584.07,571.74,583.74,596.88,579.88,590.38,573.68,589.12,606.12,622.9,603.31,586.7,598.03,611.4,628.22,640.59,655.31,668.31,679.6,660.89,642.9,626.23,639.03,651.31,662.32,644.82,628.18
Akihiro Gono,500.0,519.1,503.28,492.43
Jason Reinhardt,500.0,483.44,465.87,451.7
Ryo Chonan,500.0,488.2,503.55,489.04,474.51
Paul Georgieff,500.0,480.66
Roman Mitichyan,500.0,518.45,503.45
Dorian Price,500.0,481.55
Matt Arroyo,500.0,518.45,502.65,487.54
John Kolosci,500.0,481.55
Troy Mandaloniz,500.0,515.0,499.33
Richie Hightower,500.0,485.0
Ben Saunders,500.0,515.0,532.37,545.98,533.35,550.15,538.71,520.47,537.83,554.49,568.41,551.29,565.73,547.77,531.8,546.0,529.34,513.08,497.52,484.95
Dan Barrera,500.0,485.0
George Sotiropoulos,500.0,518.45,533.45,549.85,564.91,579.96,594.45,611.0,592.9,574.29,557.09,539.13
Billy Miles,500.0,481.55
War Machine,500.0,515.0,495.75
Jared Rollins,500.0,485.0
Mac Danzig,500.0,518.45,535.39,519.07,499.33,485.21,499.55,482.69,500.6,487.59,502.89,487.35,473.8,461.93
Tommy Speer,500.0,481.55,467.08
Luiz Cane,500.0,484.27,501.26,516.17,531.27,514.92,499.28,515.66,499.98,486.19
Rameau Thierry Sokoudjou,500.0,484.16,499.25,484.34
Soa Palelei,500.0,485.62,501.24,515.4,529.74,514.75,527.83,511.12
Per Eklund,500.0,484.33,502.19,487.1
James Lee,500.0,483.66
Paul Kelly,500.0,514.93,499.45,515.12,530.25,514.02,531.39,514.45,528.83,509.18
Justin Buchholz,500.0,482.41,502.22,484.95,469.94,455.6
Corey Hill,500.0,514.32,494.51,478.95
Tim Boetsch,500.0,514.97,500.53,515.51,500.46,515.44,498.9,515.12,530.85,548.79,561.7,546.04,531.92,547.23,526.61,543.18,527.62,511.86,498.54,514.84,531.62,516.22,534.41,517.1,502.56
Kyle Bradley,500.0,483.44,470.78,486.39,471.54
Rob Yundt,500.0,480.97,463.53
Brock Lesnar,500.0,485.5,501.24,521.0,539.47,558.89,545.07,528.14,514.17
David Bielkheden,500.0,487.38,503.07,484.55
Chris Wilson,500.0,489.44,504.9,489.69,471.47
Samy Schiavo,500.0,484.53,466.67
Ryan Roberts,500.0,481.52
Cain Velasquez,500.0,515.0,530.62,544.3,560.15,572.58,586.25,600.07,585.01,596.41,612.82,624.0,639.04,618.54,632.13,614.84
Brad Morris,500.0,485.0,470.65
Jason Day,500.0,515.79,502.52,488.62
Shane Carwin,500.0,515.82,530.14,546.41,563.74,544.32,531.08
Dong Hyun Kim,500.0,514.42,529.48,546.25,559.88,573.7,588.99,571.7,583.77,568.33,581.04,593.28,605.44,619.4,600.25,613.54,623.25,633.47,615.89
Yoshiyuki Yoshida,500.0,519.25,506.84,524.21,509.26,493.07
Rousimar Palhares,500.0,518.76,502.99,518.03,535.24,553.61,539.51,556.57,570.08,584.23,568.36,549.91,570.53
Antonio Mendes,500.0,486.9,472.82
Goran Reljic,500.0,517.3,502.13,488.18,474.97
Kevin Burns,500.0,518.94,533.48,516.78,499.99,485.03
Rob Kimmons,500.0,517.44,498.06,515.75,499.99,514.08,495.98,480.53
Matt Brown,500.0,515.8,500.74,517.94,531.17,545.62,526.33,507.36,488.49,505.07,486.9,502.44,517.98,531.56,548.9,562.48,578.1,590.99,574.57,561.38,579.04,564.32,547.72,538.41,554.21,566.78,549.51,532.66,545.65,529.61,543.22
Matthew Riddle,500.0,515.0,529.46,543.84,527.75,541.55,555.47,538.1,521.46,535.53,549.59,563.31,576.29
Dante Rivera,500.0,485.0
Amir Sadollah,500.0,518.45,502.65,516.38,532.54,518.72,531.64,546.13,529.69,542.74,526.79,509.03
CB Dollaway,500.0,481.55,500.98,516.76,498.22,513.3,528.47,543.96,528.57,511.7,525.13,539.05,523.74,539.72,556.12,543.18,529.45,514.89,531.35,543.41,526.55
Shannon Gugerty,500.0,518.45,501.74,519.13,501.87,484.22
Dale Hartt,500.0,481.55,497.11,477.89
Brad Blackburn,500.0,515.0,529.51,543.24,527.08,510.92
James Giboo,500.0,485.0
Nate Loughran,500.0,518.45,503.3
Johnny Rees,500.0,481.55,463.56
Rory Markham,500.0,515.0,500.04,487.15
Brodie Farber,500.0,485.0,470.19
Tim Credeur,500.0,515.0,530.15,547.67,532.9,515.94
Cale Yarbrough,500.0,485.0
Jesse Taylor,500.0,480.57,498.26
Reese Andy,500.0,486.29,473.18
Ryan Thomas,500.0,482.63,465.43
Steve Bruno,500.0,484.54,502.53,488.07
Jon Jones,500.0,515.0,531.02,549.03,534.35,549.7,564.59,583.07,595.8,612.76,630.22,646.28,660.76,670.85,682.6,693.41,703.15,712.53,723.88,733.48,741.72,751.05,759.6,770.71
Andre Gusmao,500.0,485.0,472.17
Dan Evensen,500.0,485.96,471.57
Michael Patt,500.0,485.02,471.87
Dan Miller,500.0,519.38,533.54,550.21,531.75,518.43,505.18,523.11,535.28,521.95,508.44,523.59,507.57,491.89
Mike Massenzio,500.0,518.95,503.17,485.05,472.53,487.54,473.39,455.83
Jason Brilz,500.0,514.35,529.4,514.51,529.21,513.66,500.05,486.55
Joe Vedepo,500.0,483.82,466.13
Jim Miller,500.0,517.85,534.18,519.73,533.85,547.39,564.96,578.78,592.4,607.96,618.44,599.17,615.26,595.18,609.51,589.22,602.54,615.79,600.48,583.51,595.99,575.35,559.68,571.5,586.42,601.14,586.15,569.27,555.22,539.31,554.88,538.1,553.84,571.98,555.81,573.87,557.56,541.59,554.8,567.45,585.41,567.16,579.3,593.75,576.34
David Baron,500.0,482.15
Neil Wain,500.0,485.68
Dan Hardy,500.0,515.82,530.78,548.43,566.23,555.4,538.83,523.21,505.59,520.74,536.69
Matt Horwich,500.0,485.84,471.13
Junior Dos Santos,500.0,515.95,530.26,544.08,557.19,572.16,585.39,598.63,613.69,629.08,612.67,624.88,609.84,623.37,604.29,617.39,602.61,613.3,625.43,639.43,622.57,606.19,588.68,571.99
Rafael Dos Anjos,500.0,485.0,472.62,489.79,504.64,525.33,507.67,526.28,512.89,529.19,543.03,558.48,573.61,588.71,573.17,585.21,601.63,615.74,629.12,645.87,625.77,611.72,621.99,639.56,653.76,636.82,621.12,637.5,621.33,604.61,618.07,631.0,613.13,628.22,613.04,596.44
Josh Hendricks,500.0,487.0
Brandon Wolff,500.0,486.39,469.02
Steve Cantwell,500.0,518.45,503.35,487.45,472.84,457.83,444.0
Razak Al-Hassan,500.0,481.55,466.7
Rolando Delgado,500.0,518.15,503.02,487.24
John Polakowski,500.0,481.85
Shane Nelson,500.0,515.0,528.81,511.45,496.59
George Roop,500.0,485.0,499.86,483.46,470.69,486.31,471.9,457.36,473.73,490.43,477.06,493.81,479.08,466.54
Tom Lawlor,500.0,515.0,533.54,518.36,496.71,511.06,493.8,508.91,495.65,514.04,529.16,514.7
Kyle Kingsbury,500.0,485.0,499.85,514.86,529.93,544.28,528.46,508.5,493.13,478.52
Eliot Marshall,500.0,518.45,532.01,546.9,531.24,514.86,499.77
Jules Bruchez,500.0,481.55
Krzysztof Soszynski,500.0,518.15,535.64,548.47,533.16,547.07,529.79,543.0,555.52,537.81
Shane Primm,500.0,481.85
Junie Browning,500.0,518.15,500.39
David Kaplan,500.0,481.85,466.99
Ryan Bader,500.0,515.0,528.54,543.27,557.08,570.99,552.51,535.01,548.51,564.32,550.09,568.23,553.22,566.41,578.6,592.82,607.65,624.16,607.25,619.68,630.77
Vinny Magalhaes,500.0,485.0,471.44,492.33,480.33,466.05
Efrain Escudero,500.0,515.0,531.46,513.48,526.62,508.39,494.45,479.15,465.87,481.72,501.38,485.95,472.95
Phillipe Nover,500.0,485.0,469.39,455.97,473.49,460.88,450.41,437.01
Pat Barry,500.0,514.39,495.18,511.06,492.81,508.72,495.27,479.11,494.68,480.55,495.8,481.78,467.62
Mike Wessel,500.0,485.67
Mostapha Al-Turk,500.0,486.57,471.63,458.49
Ivan Serati,500.0,484.38
Alexandre Barros,500.0,487.14
John Hathaway,500.0,515.0,529.35,543.07,560.15,542.73,554.4,567.71,581.23,567.27
Tom Egan,500.0,485.0
Denis Kang,500.0,482.76,498.5,486.4
Dan Cramer,500.0,515.11,500.73
John Howard,500.0,515.21,530.07,542.72,555.88,538.5,525.2,508.62,522.6,536.8,522.18,507.47,490.68,508.64,494.51
Nick Catone,500.0,518.15,500.63,485.04,500.04,515.04,499.95,483.02,498.3
Derek Downey,500.0,481.85
Matt Veach,500.0,514.85,499.07,481.7
Jake Rosholt,500.0,483.33,504.06,486.74
Denis Stojnic,500.0,486.32,468.14
Mike Ciesnolevicz,500.0,518.45,502.71
Neil Grove,500.0,481.55
Evan Dunham,500.0,515.09,529.01,546.99,563.1,547.46,532.37,546.62,561.39,545.22,561.4,546.27,528.88,515.39,529.76,545.16,561.22,573.6,573.96,558.61,544.99,524.95
Stefan Struve,500.0,485.69,503.87,522.11,537.62,521.64,535.71,549.97,533.55,549.71,563.22,579.86,593.33,575.61,557.08,570.1,554.48,566.75,583.03,565.78,550.68,533.87,551.33,534.71,518.12
Brian Cobb,500.0,485.18
Paulo Thiago,500.0,518.89,507.85,522.51,544.45,530.62,517.5,531.1,514.76,502.05,516.96,501.88,486.12,471.61
Ryan Madigan,500.0,484.87
Mark Munoz,500.0,486.86,502.45,516.12,532.26,519.5,534.91,550.3,567.3,581.99,566.36,580.48,566.04,544.33,522.55,537.19
Aaron Simpson,500.0,515.0,529.43,544.61,529.1,513.69,527.64,542.64,555.51,538.77,551.54,536.49
Tim McKenzie,500.0,485.0
Nissen Osterneck,500.0,484.24
Jesse Sanders,500.0,481.58
Carlos Condit,500.0,487.69,503.22,518.88,535.45,552.74,567.56,557.89,545.61,562.39,545.42,562.64,549.57,536.57,523.77,507.19,491.29,506.34,523.19,507.26
TJ Grant,500.0,514.53,500.9,515.86,501.48,515.78,501.35,519.3,534.14,550.31,566.51,583.22
Xavier Foupa-Pokam,500.0,484.26,468.87
Brian Stann,500.0,482.51,498.41,513.48,497.9,516.02,533.1,546.05,526.23,540.34,527.44,510.62
Tim Hague,500.0,519.21,503.38,487.67,473.85,461.88
Mike Pyle,500.0,482.56,500.78,485.08,503.67,521.09,537.05,521.33,534.06,548.28,562.02,576.84,561.22,574.62,557.17,541.08,554.23,538.12,522.22,506.38
Rick Story,500.0,485.65,504.55,520.0,535.63,550.81,566.13,582.21,564.36,548.86,561.76,544.76,557.84,543.02,558.06,542.0,557.2,572.56,585.37,574.16
Peter Sobotta,500.0,484.3,470.15,457.23,474.07,493.89,480.3,496.18,514.14,501.31,488.09
Cameron Dollar,500.0,479.96
Nick Osipczak,500.0,518.45,534.54,518.91,502.5,487.29
Frank Lester,500.0,481.55
Edgar Garcia,500.0,486.27,467.57,450.84,436.66
Ross Pearson,500.0,515.0,528.97,543.5,525.61,541.69,526.16,539.91,523.07,540.27,553.54,537.73,523.75,540.88,525.08,539.11,523.71,538.49,524.97,540.16,523.43,508.72,494.48,479.77,494.58,480.91,466.6
Andre Winner,500.0,485.0,500.78,515.77,501.39,483.96,469.03
James Wilks,500.0,518.45,504.0,518.15,503.12
DaMarques Johnson,500.0,481.55,500.25,516.41,502.49,519.72,505.23,519.8,501.4,489.5,471.61
Yoshihiro Akiyama,500.0,516.5,500.28,488.35,476.19,462.09,479.85,466.36
Jesse Lennox,500.0,515.0,499.55,480.96
Danillo Villefort,500.0,485.0
Johny Hendricks,500.0,515.8,530.12,544.5,558.23,542.91,556.71,571.46,590.04,606.7,621.49,633.77,622.19,634.27,616.71,629.9,612.43,595.39,580.16,591.22,573.03,556.08
Todd Duffee,500.0,515.83,500.82,516.54,530.69,517.19,500.84
Mike Russow,500.0,515.58,530.59,546.6,558.97,542.36,525.62
Chris Tuchscherer,500.0,486.86,502.57,487.45,472.2
Steve Steinbeiss,500.0,478.94,464.85
Mike Pierce,500.0,516.57,506.06,520.8,537.58,550.96,536.21,548.99,536.87,550.39,565.44,579.85,590.97,570.35,554.34
Jay Silva,500.0,484.92,471.4
Jake Ellenberger,500.0,484.47,500.17,517.55,532.55,546.9,560.33,577.11,562.55,573.7,589.29,573.33,556.96,538.88,558.83,543.75,527.07,543.67,528.73,513.22,499.02,485.09
Igor Pokrajac,500.0,485.75,471.36,490.71,476.59,491.95,509.66,524.27,503.38,486.92,472.55,458.14,445.57,432.35
Brian Foster,500.0,481.1,497.77,479.01,493.48,512.35
Nik Lentz,500.0,515.0,515.01,530.21,544.59,559.34,574.96,557.69,541.3,526.53,539.7,553.78,567.16,552.43,565.68,548.19,561.64,574.01,556.73,571.27,555.69,570.36,584.27,570.8,556.42,540.97
Rafaello Oliveira,500.0,485.0,500.65,485.66,470.78,458.64,474.64,463.08,449.75
Steve Lopez,500.0,486.46,471.43
Paul Daley,500.0,518.2,534.85,522.65
Chase Gormley,500.0,481.76,466.9
Ben Rothwell,500.0,487.57,502.54,487.29,504.1,487.95,504.01,519.16,540.54,560.06,546.96,529.49,513.7,530.32,546.48,530.62,547.17,530.82
Alexander Gustafsson,500.0,515.0,496.58,515.72,534.1,551.16,566.52,581.19,594.26,582.51,595.9,579.73,564.56,576.81,592.9,583.3,564.41,546.8,530.65
Jared Hamman,500.0,485.0,500.0,484.99,501.86,486.84,471.76,453.89
Fabricio Camoes,500.0,499.7,484.3,503.58,490.08,476.76,457.83
Rogerio Nogueira,500.0,516.35,531.9,517.99,504.91,522.89,542.71,528.21,511.72,527.01,515.92,533.41,517.6,503.54
Jacob Volkmann,500.0,485.34,470.64,486.26,503.2,518.06,532.99,546.93,527.86,544.01,523.91
Joe Brammer,500.0,482.63,467.39
Rodney Wallace,500.0,484.93,469.93,457.67
Jon Madsen,500.0,515.0,528.14,541.93,553.95,537.94
Justin Wren,500.0,485.0
James McSweeney,500.0,515.0,499.35,484.38
Darrill Schoonover,500.0,485.0
Matt Mitrione,500.0,515.0,529.96,544.91,556.88,569.66,554.16,537.68,551.14,531.44,545.88,560.17,574.86,553.48,539.26
Marcus Jones,500.0,485.0
Kevin Ferguson,500.0,514.17,499.21
Roy Nelson,500.0,515.0,530.98,517.75,506.07,520.6,504.97,519.82,536.3,552.72,536.77,521.02,536.24,521.15,505.71,492.78,511.12,498.06,512.21,497.36
Brendan Schaub,500.0,485.0,499.86,514.98,531.12,545.18,529.44,512.63,527.62,547.32,534.1,520.73
Lucio Linhares,500.0,482.79,471.61
Ricardo Funch,500.0,485.68,468.28,455.55,440.4
John Gunderson,500.0,484.35,500.03,486.06
Gilbert Yvel,500.0,486.89,471.92,459.9
Gerald Harris,500.0,515.0,529.35,543.09,526.24
John Salter,500.0,485.0,501.03,483.1
Rory MacDonald,500.0,518.45,502.79,520.46,536.18,550.29,566.98,582.94,565.95,582.56,595.46,607.1,591.44,576.36
Mike Guymon,500.0,481.55,497.74,479.5,462.27
Joey Beltran,500.0,515.0,528.82,513.87,497.96,513.05,497.49,482.6,469.45,485.91,471.01
Rolles Gracie,500.0,485.0
Phil Davis,500.0,515.58,534.0,546.26,562.8,575.88,563.72,546.0,562.68,574.68,591.2,573.88,588.8,573.97
Ronys Torres,500.0,485.08,469.46
James Te Huna,500.0,514.39,496.01,511.24,525.78,538.93,552.92,534.28,518.03,501.46,485.75
Julio Paulino,500.0,485.26,470.96
Daniel Roberts,500.0,486.84,501.61,519.85,537.39,522.18,506.79,492.3
Darren Elkins,500.0,515.57,496.29,509.63,524.97,539.69,555.09,568.43,552.31,565.1,548.19,562.61,544.51,558.16,572.89,585.79,599.64,613.06,626.61,608.65,591.75,574.95,556.15,571.01,583.75,567.03,579.17,562.94,576.8
Greg Soto,500.0,486.2,502.61,485.07
Charlie Brenneman,500.0,515.0,501.27,515.49,533.34,518.63,533.12,512.88,497.93,479.59,467.31,449.11
Jason High,500.0,485.0,467.85,488.28,503.79,491.75
Mario Miranda,500.0,485.65,501.41,489.41,475.46
Takanori Gomi,500.0,487.68,505.62,489.61,474.21,490.32,505.86,494.22,509.55,497.44,485.0,473.18,455.47,441.8
Renzo Gracie,500.0,489.95
Cyrille Diabate,500.0,515.64,496.5,511.11,491.21,506.59,523.85,508.48,488.79
Waylon Lowe,500.0,485.72,500.75,515.72,500.1
Claude Patrick,500.0,517.4,532.43,547.64,531.93
Travis Browne,500.0,515.65,516.96,533.38,547.71,563.64,545.45,561.02,573.47,588.26,571.9,585.27,571.47,585.69,572.1,557.96,544.0,525.36
Chris Camozzi,500.0,515.0,529.35,511.1,495.62,512.92,528.01,541.8,556.38,534.96,517.93,501.51,487.2,473.26,488.43,503.44,519.68,504.64,491.37,477.04
James Hammortree,500.0,485.0
Kyle Noke,500.0,515.0,533.1,551.35,530.42,514.11,529.06,512.21,526.68,540.27,523.54,502.38,487.19
Josh Bryant,500.0,485.0
Brad Tavares,500.0,515.0,527.62,512.62,526.54,540.4,553.67,567.13,579.46,563.04,546.47,562.49,546.17,560.36,575.23,590.77,603.38,585.24,568.56,582.29,596.98,579.16,562.44,578.33,561.72
Seth Baczynski,500.0,485.0,504.71,522.88,537.61,551.77,537.36,520.75,534.68,521.23,505.31,489.46
Mark Holst,500.0,484.32,466.7
Rich Attonito,500.0,515.0,529.35,513.19,528.58,512.35
Jamie Yager,500.0,485.0
Court McGee,500.0,518.15,533.9,547.49,531.15,515.51,529.09,544.13,528.52,540.93,524.84,538.21,523.77,509.82,525.35,507.7,492.37,477.32,496.07,511.36,497.38,483.77,472.3,493.04
Kris McCray,500.0,481.85,464.36,452.69
Karlos Vemola,500.0,486.21,499.74,484.75,502.31,485.75,467.56
